Source	Target	Type	Timestamp	Weight	OtherInfo	datum	b1-nummer	achternaam	voorletters	voorna(a)m(en)	roepnaam	prepositie	geslacht
1	0	Directed		1.0	gasthoogleraar atoom-, molecuul- en laserfysica, vrije universiteit te amsterdam	00-00-2004/	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	66	Directed		1.0	lid deelnemersraad abp (algemeen burgerlijk pensioenfonds)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	1389	Directed		1.0	lid hoofdbestuur cmhf (centrale voor middelbare en hoger functionarissen)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	2341	Directed		1.0	voorzitter cor (centrale ondernemingsraad), universiteit van amsterdam		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	4417	Directed		1.0	lid algemene vergadering ipo (interprovinciaal overleg)	00-00-2011	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	5765	Directed		1.0	voorzitter nbp (nederlandse bond voor pensioenbelangen)	12-05-2009/10-01-2011	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	8815	Directed		1.0	secretaris		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	9306	Directed		1.0	voorzitter stichting pba (pensioenbescherming ambtenaren)	18-04-2013/	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	10390	Directed		1.0	deken faculteit scheikunde,		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
1	10503	Directed		1.0	voorzitter vawo (vereniging voor personeel aan universiteit en onderzoeksinstellingen)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	0	Directed		1.0	gasthoogleraar atoom-, molecuul- en laserfysica, vrije universiteit te amsterdam	00-00-2004/	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	66	Directed		1.0	lid deelnemersraad abp (algemeen burgerlijk pensioenfonds)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	1149	Directed		1.0	lid klankbordgroep voor de totstandkoming cao voortgezet onderwijs, namens de bestuursraad pc onderwijs	00-00-2003	3037	Hoeve	H.	Hendrik	Henk	ten	m
2	1281	Directed		1.0	lid vaksectie economische wetenschappen cevo (centrale examencommissie vaststelling opgaven)	00-00-1989/00-00-1994	3037	Hoeve	H.	Hendrik	Henk	ten	m
2	1389	Directed		1.0	lid hoofdbestuur cmhf (centrale voor middelbare en hoger functionarissen)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	2341	Directed		1.0	voorzitter cor (centrale ondernemingsraad), universiteit van amsterdam		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	2527	Directed		1.0	"lid actiegroep """""		2944	Bierman	M.	Marten	Marten		m
2	3438	Directed		1.0	lid stuurgroep		2944	Bierman	M.	Marten	Marten		m
2	3861	Directed		1.0	tijdelijk adviseur toekomstvisie		2944	Bierman	M.	Marten	Marten		m
2	4177	Directed		1.0	voorzitter	00-00-2000/	2944	Bierman	M.	Marten	Marten		m
2	4417	Directed		1.0	lid algemene vergadering ipo (interprovinciaal overleg)	00-00-2011	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	5765	Directed		1.0	voorzitter nbp (nederlandse bond voor pensioenbelangen)	12-05-2009/10-01-2011	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	6441	Directed		2.0	lid algemeen bestuur olaf (openbaar lichaam afvalverwijdering friesland)	00-00-1983/00-00-1986	3037	Hoeve	H.	Hendrik	Henk	ten	m
2	6856	Directed		2.0	"redacteur tweemaandelijks valtijdschrift """""	00-00-1972/00-00-1975	2944	Bierman	M.	Marten	Marten		m
2	8732	Directed		1.0	penningmeester stichting frysk letterkundich museum en dokumintaasjesintrum te ljouwert (leeuwarden)	00-00-1994/00-00-2002	3037	Hoeve	H.	Hendrik	Henk	ten	m
2	8815	Directed		1.0	secretaris		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	9306	Directed		1.0	voorzitter stichting pba (pensioenbescherming ambtenaren)	18-04-2013/	3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	9629	Directed		1.0	lid bestuur		2944	Bierman	M.	Marten	Marten		m
2	9652	Directed		2.0	lid bestuur	00-00-1994/00-00-1995	3037	Hoeve	H.	Hendrik	Henk	ten	m
2	10390	Directed		1.0	deken faculteit scheikunde,		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	10503	Directed		1.0	voorzitter vawo (vereniging voor personeel aan universiteit en onderzoeksinstellingen)		3291	Lange	C.A.	Cornelis Andreas	Kees	de	m
2	11221	Directed		1.0	voorzitter	00-00-1999	2944	Bierman	M.	Marten	Marten		m
4	3	Directed		1.0	voorzitter commissie van beroep-, verzoek- en bezwaarschriften, gemeente velsen		2563	Vos	O.P.G.	Otto Pieter Gisbert	Otto		m
4	10	Directed		2.0	korspbeheerder politie		1809	Aartsen	J.J.	Jozias Johannes	Jozias	van	m
4	16	Directed		1.0	"lid redactieraad """""		2273	Rosenthal	U.	Uriël	Uri		m
4	21	Directed		1.0	lid bestuur (1983 voorzitter) stichting homomonument	00-00-1980/00-00-1987	2545	Stoel	A.L.E.C.	Anne Liza Edith Cornelia	Anne Lize	van der	v
4	24	Directed		2.0	vicevoorzitter lustrumcommissie	00-00-2009/00-00-2010	3285	Bruijn	J.A.	Jan Anthonie	Jan Anthonie		m
4	25	Directed		1.0	fellow 21st century trust, salzburg global seminar, londen/salzburg	00-09-1988/	2288	Baalen	J.C.	Johannes Cornelis	Hans	van	m
4	29	Directed		1.0	voorzitter verkeersveiligheidsorganisatie	01-01-2006/00-07-2006	3043	Bruins	B.J.	Bruno Johannes	Bruno		m
4	30	Directed		1.0	"lid werkgroep 4-5 mei comité ""vrouwen in verzet, toen en nu"""	00-00-1984/00-00-1985	2545	Stoel	A.L.E.C.	Anne Liza Edith Cornelia	Anne Lize	van der	v
4	34	Directed		1.0	lid 4 mei-comité tilburg	00-00-2003/00-00-2010	3250	Dijkhoff	K.H.D.M.	Klaas Henricus Dominicus Maria	Klaas		m
4	51	Directed		1.0	voorzitter raad van advies	00-00-2007	3011	Kalsbeek-Schimmelpenninck van der Oije	E.M.	Elsabe Margareta	Elsabe		v
4	55	Directed		1.0	lid raad van commissarissen aardappel b.v.	00-00-1981/00-00-1991	2217	Geluk	J.M.	Jan Marinus	Jan		m
4	56	Directed		1.0	"ambassadeur """""		2745	Weisglas	F.W.	Frans W.	Frans		m
4	59	Directed		1.0	lid bestuur abal (stichting afzetbevordering van artikelen uit ontwikkelingslanden)	/(omstreeks: 00-11-1983)/	2738	Korthals	A.H.	Albertus Hendrikus	Benk		m
4	62	Directed		1.0	lid bestuur		2410	Griffith	L.J.	Laetitia Juliette	Laetitia		v
4	63	Directed		1.0	lid raad van advies abn amro holding n.v.		2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	76	Directed		1.0	lid raad van advies universiteit	00-09-2006/	2395	Nijs	A.D.S.M.	Anette Dorothea Sophia Maria	Annette		v
4	81	Directed		2.0	lid		3205	Steur	G.A.	Gerard Adriaan	Ard	van der	m
4	83	Directed		1.0	lid raad van advies academie bestuur en recht, hogeschool te enschede	/(omstreeks: 00-00-1996)/(00-00-1999)/	2523	Kamp	H.G.J.	Henricus Gregorius Jozeph	Henk		m
4	84	Directed		1.0	lid	01-01-2007/	2231	Nicolaď	A.	Atzo	Atzo		m
4	93	Directed		1.0	lid bestuur		1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	97	Directed		1.0	lid raad van toezicht	00-00-1994/00-00-1997	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	100	Directed		1.0	lid raad van toezicht academisch ziekenhuis leiden (later leids universiteit medisch centrum)	00-00-1996/00-00-2003	2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	102	Directed		2.0	lid raad van toezicht	00-00-1993/00-00-1994	1906	Terpstra	E.G.	Erica Georgina	Erica		v
4	108	Directed		1.0	docent en cursusleider diverse post-		2296	Broekers-Knol	A.	Anneke	Ankie		v
4	114	Directed		1.0	"voorzitter raad van commissarissen ""acantus groep"" te veendam"	01-01-2008/00-12-2010	2991	Remkes	J.W.	Johannes Wijnandus	Johan		m
4	116	Directed		1.0	lid (en voorzitter) raad van commissarissen accountantskantoor schouwen-duiveland b.v.	00-00-1979/00-00-1991	2217	Geluk	J.M.	Jan Marinus	Jan		m
4	117	Directed		1.0	adviseur bestuur		2217	Geluk	J.M.	Jan Marinus	Jan		m
4	120	Directed		1.0	voorzitter acir (adviescommissie coördinatie ict en rampenbestrijding)	00-03-2004/00-03-2005	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	127	Directed		1.0	lid bestuur act (belangenvereniging voor acteurs)	00-00-2014/	2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	130	Directed		1.0	"lid redactieraad """""		2273	Rosenthal	U.	Uriël	Uri		m
4	131	Directed		1.0	lid actal (adviescollege toetsing administratieve lasten)	00-05-2000/30-11-2006	3063	Burg	B.I.	Brigitte Ingrid	Brigitte	van der	v
4	132	Directed		1.0	voorzitter actal (adviescollege toetsing administratieve lasten)	01-05-2000/01-01-2009	2739	Linschoten	R.L.O.	Robin Lorenz Oscar	Robin		m
4	139	Directed		1.0	ab-	00-00-1974/00-00-1975	2545	Stoel	A.L.E.C.	Anne Liza Edith Cornelia	Anne Lize	van der	v
4	140	Directed		1.0	lid (ab-actis) vvsl (vereeniging van vrouwelijke studenten te leiden)		2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	148	Directed		1.0	"voorzitter ""adfiz"" (adviseurs in financiële zekerheid)"	01-03-2011/01-03-2015	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	156	Directed		1.0	"lid raad van commissarissen ""adure"" b.v. te assen"	00-10-1998/01-01-2001	2266	Kneppers-Heynert	E.M.	Elizabeth Mary	Liesbeth		v
4	158	Directed		1.0	voorzitter advies commissie welzijn edam-volendam	00-00-1983/00-00-1984	2933	Blécourt-Maas	J.	Jacoba	Cobi	de	v
4	159	Directed		1.0	voorzitter advies- en arbitragecommissie	15-03-2011/	2991	Remkes	J.W.	Johannes Wijnandus	Johan		m
4	161	Directed		2.0	lid advies- en arbitragecommissie rijksdienst		2273	Rosenthal	U.	Uriël	Uri		m
4	167	Directed		1.0	lid algemeen bestuur/raad van	00-00-1999/	3008	Graaf	G.J.	Godefridus Jan	Fred	de	m
4	173	Directed		1.0	voorzitter raad van toezicht en		1979	Gmelich Meijling	J.Ch.	Jan Christoffel	Jan		m
4	174	Directed		1.0	"lid raad van toezicht en advies, stichting ""free voice"""		2273	Rosenthal	U.	Uriël	Uri		m
4	193	Directed		1.0	lid		2768	Graafeiland	J.A.	John Adriaan	John	van	m
4	201	Directed		1.0	lid	00-00-1992/00-00-1997	3011	Kalsbeek-Schimmelpenninck van der Oije	E.M.	Elsabe Margareta	Elsabe		v
4	204	Directed		1.0	lid		2760	Hoekzema	W.K.	Willem Klaas	Willem		m
4	223	Directed		1.0	lid formatie-	00-00-2011	2506	Cornielje	C.G.A.	Clemens Gerard Antoon	Clemens		m
4	226	Directed		1.0	lid adviescommissie pakket, cvz (college van zorgverzekeringen)	00-00-2012/	2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	227	Directed		1.0	voorzitter	00-00-1986/00-00-1994	1945	Ginjaar	L.	Leendert	Leendert		m
4	232	Directed		1.0	voorzitter	00-00-1986/00-00-1992	1945	Ginjaar	L.	Leendert	Leendert		m
4	238	Directed		1.0	lid	00-00-1976/00-00-2008	3011	Kalsbeek-Schimmelpenninck van der Oije	E.M.	Elsabe Margareta	Elsabe		v
4	240	Directed		1.0	voorzitter		2744	Voorhoeve	J.J.C.	Joris Jacob Clemens	Joris		m
4	243	Directed		1.0	voorzitter	01-11-2007/01-07-2011	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	244	Directed		1.0	lid	00-00-2004/00-00-2005	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	247	Directed		1.0	secretaris adviescommissie, kandidaten voor de waterschappen zeeuws-vlaanderen en zeeuwse eilanden	00-00-2008/00-00-2009	3252	Bosman	A.	André	André		m
4	256	Directed		1.0	voorzitter  bestuursacademie		3146	Huijbregts-Schiedon	W.H.	Wilhelmina Hendrica	Helmi		v
4	259	Directed		1.0	lid adviesraad (ambassadeur) 'military talent for business solutions' (m4b)	00-00-2012/	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	263	Directed		1.0	lid adviesraad big (faculteitsvereniging bedrijfskunde)	00-07-2004/00-00-2008	2266	Kneppers-Heynert	E.M.	Elizabeth Mary	Liesbeth		v
4	265	Directed		1.0	lid adviesraad center for management of social risk and public crisis, nanjing university (china)		2273	Rosenthal	U.	Uriël	Uri		m
4	272	Directed		1.0	"voorzitter adviesraad ""de vries juristen"", woerden"		3176	Knip	M.A.J.	Menno Arie Jan	Menno		m
4	273	Directed		1.0	lid adviesraad defensie-aangelegenheden	00-00-1980/	2744	Voorhoeve	J.J.C.	Joris Jacob Clemens	Joris		m
4	281	Directed		1.0	lid		2273	Rosenthal	U.	Uriël	Uri		m
4	287	Directed		1.0	"lid adviesraad ""jan brouwer fonds"""		2273	Rosenthal	U.	Uriël	Uri		m
4	294	Directed		1.0	"voorzitter adviesraad lokale overheid ""corgwell-annext"" te houten"		3176	Knip	M.A.J.	Menno Arie Jan	Menno		m
4	295	Directed		1.0	"voorzitter adviesraad lokale overheid, ""corgwell"" b.v. te houten"	00-00-2005/00-00-2009	3176	Knip	M.A.J.	Menno Arie Jan	Menno		m
4	298	Directed		1.0	lid	00-01-2013/10-03-2015	3204	Ziengs	E.	Erik	Erik		m
4	300	Directed		1.0	voorzitter adviesraad nederland-ruslandjaar 2013		1809	Aartsen	J.J.	Jozias Johannes	Jozias	van	m
4	302	Directed		1.0	lid	00-00-2004/00-00-2005	2506	Cornielje	C.G.A.	Clemens Gerard Antoon	Clemens		m
4	308	Directed		1.0	vicevoorzitter	00-07-1999/30-11-2006	3063	Burg	B.I.	Brigitte Ingrid	Brigitte	van der	v
4	309	Directed		1.0	lid	00-00-2013/00-10-2015	2288	Baalen	J.C.	Johannes Cornelis	Hans	van	m
4	312	Directed		1.0	voorzitter	/(omstreeks: 00-12-2007)/	2566	Hofstra	P.H.	Pieter Hielke	Pieter		m
4	315	Directed		1.0	lid		2760	Hoekzema	W.K.	Willem Klaas	Willem		m
4	323	Directed		1.0	lid		2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	329	Directed		1.0	lid	01-11-2013/	2414	Krom	P.	Paul	Paul	de	m
4	336	Directed		1.0	lid	00-09-2014/	3253	Lucas	A.W.	Antoinette Wilhelmina	Anne-Wil		v
4	342	Directed		1.0	advisor,	00-00-2006/00-00-2010	3398	Vuijk	R.	Ronald	Ronald		m
4	343	Directed		1.0	lid	01-09-2013/	2734	Grave	F.H.G.	Franciscus Hendrikus Gerardus	Frank	de	m
4	356	Directed		1.0	lid bestuur aeca (american european community association)	00-00-2004/00-00-2012	3274	Bröcker	W.L.J.	Willem Lodewijk Joseph	Willem		m
4	358	Directed		1.0	lid vereniging	00-00-2004/	3428	Krikke	P.Ch.	Pauline Christine	Pauline		v
4	361	Directed		1.0	lid aer (algemene energie raad)	01-12-1988/01-12-1991	2926	Ketting	N.G.	Nicolaas Guus	Niek		m
4	363	Directed		1.0	lid bestuur schoolvereniging aerdenhout-bentveld	00-00-1980/00-00-1986	2548	Voűte-Droste	W.C.G.	Wilhelmina Constance Gerbrig	Hella		v
4	369	Directed		1.0	lid nationale contactgroep voor onderwijs in		3285	Bruijn	J.A.	Jan Anthonie	Jan Anthonie		m
4	387	Directed		1.0	bestuursvoorzitter agrarisch onderwijs college midden- en west-nederland	00-00-1999/00-00-2001	2559	Keur	W.P.	Willem Pieter	Willem		m
4	389	Directed		1.0	voorzitter	00-00-1985/00-00-2000	2939	Varekamp	M.J.	Marius Johan	Marius		m
4	394	Directed		1.0	lid bestuur agrico-holland	00-00-1985/00-00-1991	2217	Geluk	J.M.	Jan Marinus	Jan		m
4	395	Directed		1.0	lid raad van commissarissen	00-00-1990/00-00-1996	2939	Varekamp	M.J.	Marius Johan	Marius		m
4	399	Directed		1.0	adviseur		2741	Rey	J.F.B.	Jozef Franciscus Bernard	Jos	van	m
4	400	Directed		1.0	adviseur		2416	Dezentjé Hamming	I.	Ineke	Ineke		v
4	401	Directed		1.0	"voorzitter begeleidingscommissie project ""aids en druggebruik"", niad (nederlands instituut voor alcohol en drugs) te utrecht"	00-00-1989/	2627	Luchtenveld	R.	Rudolf	Ruud		m
4	402	Directed		1.0	voorzitter aids-fonds	00-00-1997/00-00-1998	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	408	Directed		1.0	lid raad van commissarissen air france/klm		2604	Bolkestein	F.	Frederik	Frits		m
4	409	Directed		1.0	voorzitter aiv (adviesraad internationale vraagstukken)	01-01-2002/01-01-2014	2689	Korthals Altes	F.	Frederik	Frits		m
4	410	Directed		2.0	lid aiv (adviesraad vrede en veiligheid)	00-02-2009/	2744	Voorhoeve	J.J.C.	Joris Jacob Clemens	Joris		m
4	411	Directed		1.0	lid commissie bestuurlijke evaluatie	00-03-2004/	2751	Dijkstal	H.F.	Henri Frans	Hans		m
4	414	Directed		1.0	"lid raad van advies """""		1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	415	Directed		1.0	"lid raad van advies ""akkermans & partners"" (dienstverlener in de pensioenbranche)"		2739	Linschoten	R.L.O.	Robin Lorenz Oscar	Robin		m
4	421	Directed		1.0	voorzitter jury ako-literatuurprijs 1991		2604	Bolkestein	F.	Frederik	Frits		m
4	428	Directed		1.0	lid raad van commissarissen	/01-08-2010	2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	429	Directed		1.0	plaatsvervangend voorzitter raad van commissarissen akzonobel n.v.	00-00-1994/00-00-1995	2928	Loudon	A.A.	Aarnout Alexander	Aarnout		m
4	431	Directed		1.0	lid bestuur albert einstein vredesprijs-stichting	00-00-1985	2602	Blaauw	J.D.	Jan Dirk	Jan Dirk		m
4	437	Directed		2.0	"columnist """""	/(omstreeks: 00-00-1970)/	1542	Wiegel	H.	Hans	Hans		m
4	445	Directed		1.0	lid	00-00-1985/00-00-1988	2261	Bierman-Beukema toe Water	M.E.	Maragrita Elisabeth	Marbeth		v
4	449	Directed		1.0	lid algemene raad stichting voor geestelijke volksgezondheid in noord-holland		1979	Gmelich Meijling	J.Ch.	Jan Christoffel	Jan		m
4	452	Directed		1.0	"lid diverse commissies algemene studentenvereniging ""quintus"" te leiden"		3069	Broeke	J.H.	Johannes Hermanus	Han	ten	m
4	457	Directed		1.0	lid raad van advies algemene bestuursdienst voor decentrale overheden	01-10-1999/	2261	Bierman-Beukema toe Water	M.E.	Maragrita Elisabeth	Marbeth		v
4	459	Directed		1.0	lid adviescommissie alice 2011 (conferentie over defensie en logistiek)	01-07-2010/	3069	Broeke	J.H.	Johannes Hermanus	Han	ten	m
4	462	Directed		1.0	"voorzitter alkmaarse wielervereniging ""alcmaria victrix"""		2889	Hoof	H.A.L.	Hendrikus Andreas Lambertus	Henk	van	m
4	469	Directed		1.0	"redacteur ""almanak 1988"" groninger studentencorps"	00-00-1987	2345	Visser	A.P.	Arno Pieter	Arno		m
4	470	Directed		1.0	vertegenwoordiger stuurgroep (later regiogroep) bestrijding voetbalvandalisme, namens		3176	Knip	M.A.J.	Menno Arie Jan	Menno		m
4	471	Directed		1.0	erevoorzitter almelo's mannenkoor		3176	Knip	M.A.J.	Menno Arie Jan	Menno		m
4	472	Directed		1.0	voorzitter raad van toezicht		2345	Visser	A.P.	Arno Pieter	Arno		m
4	475	Directed		1.0	voorzitter alodo (directeuren academies lichamelijke opvoeding)	00-07-2007/00-05-2008	2539	Rijpstra	J.	Johannes	Jan		m
4	477	Directed		1.0	lid raad van toezicht alpe d'huzes	00-05-2014/	3259	Liefde	B.Ch.	Barthold Charles	Bart	de	m
4	479	Directed		1.0	lid van aanzienlijk aantal gekozen raden en raadscommissies gedurende studententijd, zowel op faculteits-		3414	Wiebes	E.D.	Eric Derk	Eric		m
4	481	Directed		1.0	voorzitter raad van commissarissen		2889	Hoof	H.A.L.	Hendrikus Andreas Lambertus	Henk	van	m
4	483	Directed		1.0	lid bestuur alumni-vereniging johns hopkins university	00-00-1988/(00-10-1994)/	2521	Hoogervorst	J.F.	Johannes Franciscus	Hans		m
4	484	Directed		1.0	"voorzitter raad van toezicht """""	00-00-2003/01-06-2008	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	486	Directed		1.0	lid	00-00-2008/00-00-2011	2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	492	Directed		1.0	"lid bestuur ambachtsvereniging ""les compagnons du devoir"" te haarlem"		2548	Voűte-Droste	W.C.G.	Wilhelmina Constance Gerbrig	Hella		v
4	493	Directed		1.0	"""ambassadeur"" ratracerotterdam"		2745	Weisglas	F.W.	Frans W.	Frans		m
4	494	Directed		1.0	onafhankelijk		2566	Hofstra	P.H.	Pieter Hielke	Pieter		m
4	495	Directed		2.0	lid	00-10-2004/	1906	Terpstra	E.G.	Erica Georgina	Erica		v
4	496	Directed		1.0	"voorzitter ambassadeursnetwerk ""doorbreken glazen plafond"""	00-00-2006/00-00-2007	2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	502	Directed		1.0	voorzitter	04-04-2001/00-04-2006	2276	Swenker	P.	Paula	Paula		v
4	511	Directed		1.0	"lid redactieraad """""	00-00-2001/00-00-2005	3285	Bruijn	J.A.	Jan Anthonie	Jan Anthonie		m
4	512	Directed		1.0	"lid redactieraad """""		2273	Rosenthal	U.	Uriël	Uri		m
4	516	Directed		1.0	"lid bestuur """""	00-00-2006	3255	Leegte	R.W.	René Willums	René		m
4	518	Directed		1.0	voorzitter amfo (antilliaanse medefinancieringsorganisatie)	00-02-2007/	2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	523	Directed		1.0	"voorzitter raad van toezicht ""amphia ziekenhuis"" breda"		3146	Huijbregts-Schiedon	W.H.	Wilhelmina Hendrica	Helmi		v
4	524	Directed		1.0	lid bestuur ampro (amsterdam promotions)	00-00-2000/00-00-2003	2936	Luijten	P.J.H.M.	Paulus Johannes Henricus Maria	Paul		m
4	525	Directed		1.0	lid bestuur waterschap amstel, gooi- en vechtstreek	00-01-2009/	2545	Stoel	A.L.E.C.	Anne Liza Edith Cornelia	Anne Lize	van der	v
4	528	Directed		1.0	"lid raad van commissarissen """""	00-00-2000/	2936	Luijten	P.J.H.M.	Paulus Johannes Henricus Maria	Paul		m
4	529	Directed		1.0	lid raad van toezicht		2994	Dekker	S.M.	Sybilla Maria	Sybilla		v
4	532	Directed		1.0	oprichter		3138	Asscher	E.	Edward	Edward		m
4	534	Directed		1.0	voorzitter	00-01-2007/	2936	Luijten	P.J.H.M.	Paulus Johannes Henricus Maria	Paul		m
4	535	Directed		1.0	lid raad van toezicht		2276	Swenker	P.	Paula	Paula		v
4	539	Directed		1.0	lid bestuur	/(omstreeks: 00-01-2000)/	1906	Terpstra	E.G.	Erica Georgina	Erica		v
4	542	Directed		1.0	beschermheer		3205	Steur	G.A.	Gerard Adriaan	Ard	van der	m
4	545	Directed		2.0	lid		2231	Nicolaď	A.	Atzo	Atzo		m
4	548	Directed		1.0	"voorzitter bestuur """""	/(omstreeks: 00-04-1996)/	2604	Bolkestein	F.	Frederik	Frits		m
4	550	Directed		1.0	voorzitter		3138	Asscher	E.	Edward	Edward		m
4	554	Directed		1.0	lid		2505	Cherribi	O.	Oussama	Sam		m
4	555	Directed		1.0	lid	00-00-1993/	2505	Cherribi	O.	Oussama	Sam		m
4	559	Directed		1.0	verbonden aan de	/(omstreeks: 00-04-1996)/	2505	Cherribi	O.	Oussama	Sam		m
4	573	Directed		1.0	"lid bestuur ""anjerfonds"" te drenthe"		2760	Hoekzema	W.K.	Willem Klaas	Willem		m
4	574	Directed		1.0	voorzitter anko (koninklijke algemene kappersorganisatie)	24-06-2002/01-04-2007	2550	Vries	B.M.	Bibiana Maria	Bibi	de	v
4	576	Directed		1.0	"voorzitter raad van toezicht ""anna van rijn college"" te nieuwegein"	01-01-2014/	2206	Balemans	E.R.M.	Eric Raymond Maria	Eric		m
4	580	Directed		1.0	voorzitter jury		2751	Dijkstal	H.F.	Henri Frans	Hans		m
4	583	Directed		1.0	"voorzitter raad van toezicht ""anno"", promotiebureau voor de nederlandse geschiedenis"	00-05-2007/00-12-2009	1894	Hermans	L.M.L.H.A.	Louis Marie Lucien Henri Alphonse	Loek		m
4	585	Directed		1.0	correspondent	00-00-1968/00-00-1969	1657	Dees	D.J.D.	Dirk Jan Dignus	Dick		m
4	593	Directed		1.0	voorzitter anvr (algemeen nederlands verbond van reisondernemingen)	00-12-2003/00-11-2004	1542	Wiegel	H.	Hans	Hans		m
4	596	Directed		1.0	voorzitter aoc-raad (branche-organisatie instellingen die 'groen' onderwijs verzorgen)	01-07-2006/01-07-2009	2506	Cornielje	C.G.A.	Clemens Gerard Antoon	Clemens		m
4	597	Directed		1.0	"adviseur """""		2273	Rosenthal	U.	Uriël	Uri		m
4	606	Directed		1.0	lid raad van advies apotheekzorg b.v.	00-00-2011/01-01-2013	2734	Grave	F.H.G.	Franciscus Hendrikus Gerardus	Frank	de	m
4	608	Directed		1.0	lid	00-00-1987/00-00-1993	2263	Dupuis	H.M.	Heleen Margriet	Heleen		v
4	609	Directed		1.0	"directeur ""aptroot pensioen"" b.v."	/(omstreeks: 00-03-2007)/(00-03-2009)/	2412	Aptroot	Ch.B.	Charlie Bernard	Charlie		m
4	610	Directed		1.0	"zwemvereniging ""aqua novio'94"" te nijmegen"	00-00-2002/00-00-2007	3412	Veldman	H.S.	Habbo Siebold	Hayke		m
4	613	Directed		1.0	docent postdoctrorale leergang arbeidsmarktstrategie, stichting academische opleidingen groningen (aog)/academie voor management	00-03-1993/00-01-2000	2266	Kneppers-Heynert	E.M.	Elizabeth Mary	Liesbeth		v
4	615	Directed		1.0	lid		3302	Verheijen	M.L.	Marcus Leonardus	Mark		m
4	616	Directed		1.0	plaatsvervangend secretaris	00-00-2003/00-00-2006	3205	Steur	G.A.	Gerard Adriaan	Ard	van der	m
4	618	Directed		1.0	voorzitter	00-04-2003/	1647	Beer	L.M.	Leopold Michiel	Pol	de	m
4	619	Directed		1.0	voorzitter arbo-platform nederland	00-00-2000/00-00-2006	1657	Dees	D.J.D.	Dirk Jan Dignus	Dick		m
4	625	Directed		1.0	voorzitter		2741	Rey	J.F.B.	Jozef Franciscus Bernard	Jos	van	m
4	645	Directed		1.0	"secretaris redactie juridisch studentenblad """""	00-00-1955/00-00-1957	1889	Eekelen	W.F.	Willem Frederik	Wim	van	m
4	649	Directed		2.0	"lid bestuur ""artis"" te amsterdam"		3138	Asscher	E.	Edward	Edward		m
4	654	Directed		1.0	algemeen secretaris aska (associatie keten apotheken)	00-00-2005/00-04-2007	2256	Udo	M.W.Ch.	Matthijs Willem Christiaan	Thijs		m
4	662	Directed		1.0	lid		1809	Aartsen	J.J.	Jozias Johannes	Jozias	van	m
4	674	Directed		1.0	"lid raad van advies farmaciebedrijf ""astrazeneca"" te zoetermeer"	00-00-2010/01-04-2012	2734	Grave	F.H.G.	Franciscus Hendrikus Gerardus	Frank	de	m
4	680	Directed		1.0	lid en preses asva (algemene studenten vereniging amsterdam)		2604	Bolkestein	F.	Frederik	Frits		m
